"element","image"
"16_48_18_1","15_48_19"
"17_48_18","16_48_19"
"5_48_19","4_48_20_0"
"6_48_19","5_48_20"
"7_48_19","6_48_20"
"8_48_19_0","7_48_20"
"8_48_19_1","0"
"9_48_19","8_48_20_0"
"10_48_19_0","9_48_20"
"10_48_19_1","9_48_20"
"15_48_19","14_48_20"
"8_48_21","7_48_22_1"
"9_48_21","8_48_22_1"
"8_48_22_0","0"
"8_48_22_1","0"
"8_48_22_2","7_48_23_1"
"9_48_22_0","0"
"9_48_22_1","8_48_23_1"
"7_48_23_0","0"
"7_48_23_1","6_48_24"
"50_49_2","49_49_3"
"16_49_3","15_49_4"
"17_49_3","16_49_4_0"
"18_49_3","17_49_4"
"19_49_3","18_49_4"
"20_49_3","19_49_4"
"21_49_3","20_49_4_0"
"22_49_3","21_49_4"
"23_49_3","22_49_4"
"24_49_3","23_49_4"
"25_49_3","24_49_4"
"26_49_3","25_49_4"
"27_49_3","26_49_4"
"28_49_3","27_49_4"
"29_49_3","28_49_4"
"30_49_3","29_49_4_0"
"31_49_3","30_49_4_0"
"32_49_3_0","31_49_4_0"
"32_49_3_1","31_49_4_1"
"33_49_3_0","32_49_4_0"
"33_49_3_1","32_49_4_1"
"34_49_3_0","33_49_4_0"
"34_49_3_1","33_49_4_1"
"35_49_3_0","34_49_4_0"
"35_49_3_1","34_49_4_1"
"36_49_3","35_49_4"
"37_49_3","36_49_4_0"
"38_49_3","37_49_4"
"39_49_3","38_49_4"
"40_49_3","39_49_4"
"41_49_3","40_49_4"
"42_49_3","41_49_4"
"43_49_3","42_49_4"
"48_49_3","47_49_4"
"49_49_3","48_49_4"
"13_49_4","12_49_5_1"
"14_49_4","13_49_5_1"
"15_49_4","14_49_5_1"
"16_49_4_0","15_49_5_1"
"16_49_4_1","0"
"16_49_4_2","0"
"17_49_4","16_49_5_1"
"18_49_4","17_49_5_1"
"19_49_4","18_49_5_1"
"20_49_4_0","19_49_5_1"
"20_49_4_1","0"
"21_49_4","20_49_5_1"
"22_49_4","21_49_5_1"
"23_49_4","22_49_5_1"
"24_49_4","23_49_5_1"
"25_49_4","24_49_5_1"
"26_49_4","25_49_5_1"
"27_49_4","26_49_5_1"
"28_49_4","27_49_5_1"
"29_49_4_0","28_49_5_1"
"29_49_4_1","28_49_5_2"
"30_49_4_0","29_49_5_1"
"30_49_4_1","29_49_5_2"
"31_49_4_0","30_49_5_1"
"31_49_4_1","30_49_5_2"
"32_49_4_0","31_49_5_1"
"32_49_4_1","31_49_5_2"
"32_49_4_2","0"
"33_49_4_0","32_49_5_1"
"33_49_4_1","32_49_5_2"
"34_49_4_0","33_49_5_1"
"34_49_4_1","33_49_5_2"
"35_49_4","34_49_5_1"
"36_49_4_0","35_49_5_1"
"36_49_4_1","0"
"37_49_4","36_49_5_1"
"38_49_4","37_49_5_1"
"39_49_4","38_49_5_1"
"40_49_4","39_49_5_1"
"41_49_4","40_49_5_1"
"42_49_4","41_49_5_1"
"10_49_5","9_49_6"
"11_49_5_0","10_49_6_0"
"11_49_5_1","10_49_6_2"
"12_49_5_0","11_49_6_0"
"12_49_5_1","11_49_6_1"
"12_49_5_2","0"
"12_49_5_3","11_49_6_1 + 11_49_6_2"
"13_49_5_0","12_49_6_0"
"13_49_5_1","12_49_6_1"
"13_49_5_2","12_49_6_1 + 12_49_6_2"
"14_49_5_0","13_49_6_0"
"14_49_5_1","13_49_6_1"
"14_49_5_2","13_49_6_1"
"15_49_5_0","14_49_6_0"
"15_49_5_1","14_49_6_1"
"15_49_5_2","14_49_6_1"
"16_49_5_0","15_49_6_0"
"16_49_5_1","15_49_6_1"
"16_49_5_2","15_49_6_1"
"16_49_5_3","0"
"16_49_5_4","0"
"17_49_5_0","16_49_6_0"
"17_49_5_1","16_49_6_1"
"17_49_5_2","16_49_6_1"
"18_49_5_0","17_49_6_0"
"18_49_5_1","0"
"19_49_5_0","18_49_6_0"
"19_49_5_1","0"
"20_49_5_0","19_49_6"
"20_49_5_1","0"
"20_49_5_2","0"
"21_49_5_0","20_49_6_0"
"21_49_5_1","0"
"22_49_5_0","21_49_6"
"22_49_5_1","0"
"23_49_5_0","22_49_6"
"23_49_5_1","0"
"24_49_5_0","23_49_6"
"24_49_5_1","0"
"25_49_5_0","24_49_6"
"25_49_5_1","0"
"26_49_5_0","25_49_6"
"26_49_5_1","0"
"27_49_5_0","26_49_6_0"
"27_49_5_1","0"
"27_49_5_2","26_49_6_1"
"28_49_5_0","27_49_6_0"
"28_49_5_1","0"
"28_49_5_2","27_49_6_1"
"29_49_5_0","28_49_6_0"
"29_49_5_1","0"
"29_49_5_2","28_49_6_1"
"30_49_5_0","29_49_6_0"
"30_49_5_1","0"
"30_49_5_2","29_49_6_1"
"31_49_5_0","30_49_6_0"
"31_49_5_1","0"
"31_49_5_2","30_49_6_1"
"32_49_5_0","31_49_6_0"
"32_49_5_1","0"
"32_49_5_2","31_49_6_1"
"32_49_5_3","0"
"32_49_5_4","31_49_6_2"
"33_49_5_0","32_49_6_0"
"33_49_5_1","0"
"33_49_5_2","32_49_6_1"
"33_49_5_3","32_49_6_2"
"34_49_5_0","33_49_6_0"
"34_49_5_1","0"
"34_49_5_2","33_49_6_1"
"35_49_5_0","34_49_6"
"35_49_5_1","0"
"35_49_5_2","0"
"36_49_5_0","35_49_6"
"36_49_5_1","0"
"36_49_5_2","0"
"37_49_5_0","36_49_6_0"
"37_49_5_1","0"
"38_49_5_0","37_49_6"
"38_49_5_1","0"
"39_49_5_0","38_49_6"
"39_49_5_1","0"
"40_49_5_0","39_49_6"
"40_49_5_1","0"
"41_49_5_0","40_49_6"
"41_49_5_1","0"
"42_49_5","41_49_6"
"43_49_5","42_49_6"
"44_49_5","43_49_6"
"45_49_5","44_49_6"
"46_49_5","45_49_6"
"47_49_5","46_49_6"
"48_49_5","47_49_6"
"49_49_5","48_49_6"
"50_49_5_0","49_49_6"
"50_49_5_1","0"
"51_49_5","50_49_6_0"
"52_49_5","51_49_6"
"53_49_5","52_49_6"
"54_49_5","53_49_6"
"55_49_5","54_49_6"
"56_49_5","55_49_6"
"57_49_5","56_49_6"
"58_49_5","57_49_6"
"59_49_5","58_49_6"
"60_49_5","59_49_6"
"61_49_5","60_49_6"
"62_49_5","61_49_6"
"63_49_5","62_49_6"
"64_49_5","63_49_6"
"65_49_5","64_49_6"
"66_49_5","65_49_6"
"67_49_5","66_49_6"
"68_49_5","67_49_6"
"69_49_5","68_49_6"
"70_49_5","69_49_6"
"71_49_5","70_49_6"
"72_49_5","71_49_6"
"73_49_5","72_49_6"
"74_49_5","73_49_6"
"75_49_5","74_49_6"
"76_49_5","75_49_6"
"77_49_5","76_49_6"
"78_49_5","77_49_6"
"79_49_5","78_49_6"
"80_49_5","79_49_6"
"81_49_5","80_49_6"
"82_49_5","81_49_6"
"83_49_5","82_49_6"
"84_49_5","83_49_6"
"85_49_5","84_49_6"
"86_49_5","85_49_6"
"87_49_5","86_49_6"
"88_49_5","87_49_6"
"89_49_5","88_49_6"
"90_49_5","89_49_6"
"91_49_5","90_49_6"
"92_49_5","91_49_6"
"93_49_5","92_49_6"
"94_49_5","93_49_6"
"95_49_5","94_49_6"
"96_49_5","95_49_6"
"97_49_5","96_49_6"
"98_49_5","97_49_6"
"99_49_5","98_49_6"
"10_49_6_0","0"
"10_49_6_1","0"
"10_49_6_2","9_49_7"
"11_49_6_0","0"
"11_49_6_1","10_49_7_0"
"11_49_6_2","10_49_7_1"
"12_49_6_0","0"
"12_49_6_1","11_49_7"
"12_49_6_2","0"
"12_49_6_3","0"
"12_49_6_4","0"
"13_49_6_0","0"
"13_49_6_1","12_49_7_0"
"26_49_6_0","0"
"26_49_6_1","25_49_7"
"27_49_6_0","0"
"27_49_6_1","26_49_7"
"28_49_6_0","0"
"28_49_6_1","27_49_7_0"
"29_49_6_0","0"
"29_49_6_1","0"
"29_49_6_2","28_49_7"
"30_49_6_0","0"
"30_49_6_1","0"
"30_49_6_2","29_49_7"
"30_49_6_3","0"
"31_49_6_0","0"
"31_49_6_1","0"
"31_49_6_2","30_49_7_0"
"32_49_6_0","0"
"32_49_6_1","0"
"32_49_6_2","31_49_7"
"32_49_6_3","0"
"33_49_6_0","0"
"33_49_6_1","32_49_7"
"8_49_7","7_49_8"
"9_49_7","8_49_8_0"
"10_49_7_0","9_49_8"
"10_49_7_1","0"
"11_49_7","10_49_8"
"12_49_7_0","0"
"12_49_7_1","0"
"12_49_7_2","0"
"12_49_7_3","11_49_8"
"13_49_7_0","0"
"13_49_7_1","12_49_8_0"
"14_49_7_0","13_49_8_0"
"14_49_7_1","0"
"15_49_7","14_49_8_0"
"16_49_7_0","15_49_8_0"
"16_49_7_1","15_49_8_1"
"17_49_7_0","16_49_8_0"
"17_49_7_1","16_49_8_1"
"18_49_7_0","17_49_8"
"18_49_7_1","0"
"19_49_7_0","18_49_8_0"
"19_49_7_1","0"
"24_49_7","23_49_8"
"25_49_7","24_49_8_0"
"27_49_7_0","0"
"27_49_7_1","26_49_8"
"28_49_7","27_49_8"
"29_49_7","28_49_8"
"30_49_7_0","29_49_8"
"30_49_7_1","0"
"31_49_7","30_49_8"
"40_49_7","39_49_8"
"41_49_7","40_49_8"
"5_49_8","4_49_9"
"7_49_8","6_49_9_1"
"8_49_8_0","7_49_9_1"
"8_49_8_1","0"
"9_49_8","8_49_9_1"
"10_49_8","9_49_9_1"
"11_49_8","10_49_9_0"
"12_49_8_0","11_49_9"
"12_49_8_1","0"
"12_49_8_2","0"
"12_49_8_3","0"
"13_49_8_0","12_49_9_0"
"13_49_8_1","0"
"14_49_8_0","13_49_9"
"14_49_8_1","0"
"14_49_8_2","0"
"15_49_8_0","14_49_9"
"15_49_8_1","0"
"16_49_8_0","15_49_9"
"16_49_8_1","0"
"17_49_8","16_49_9_0"
"18_49_8_0","17_49_9_0"
"18_49_8_1","17_49_9_0 + 17_49_9_1"
"19_49_8","18_49_9_0"
"20_49_8_0","19_49_9"
"20_49_8_1","0"
"21_49_8","20_49_9_0"
"22_49_8","21_49_9"
"24_49_8_0","0"
"24_49_8_1","23_49_9"
"25_49_8","24_49_9_0"
"26_49_8","25_49_9"
"27_49_8","26_49_9"
"28_49_8","27_49_9"
"3_49_9","2_49_10"
"5_49_9","4_49_10"
"6_49_9_0","5_49_10"
"6_49_9_1","5_49_10"
"7_49_9_0","6_49_10_0"
"7_49_9_1","6_49_10_0"
"8_49_9_0","7_49_10"
"8_49_9_1","7_49_10"
"8_49_9_2","0"
"9_49_9_0","8_49_10_0"
"9_49_9_1","8_49_10_0"
"16_49_9_0","0"
"16_49_9_1","15_49_10"
"17_49_9_0","0"
"17_49_9_1","16_49_10_0"
"18_49_9_0","17_49_10"
"18_49_9_1","0"
"19_49_9","18_49_10_0"
"20_49_9_0","19_49_10"
"20_49_9_1","0"
"22_49_9","21_49_10"
"23_49_9","22_49_10_0"
"24_49_9_0","23_49_10"
"24_49_9_1","0"
"25_49_9","24_49_10_0"
"26_49_9","25_49_10"
"8_49_10_0","0"
"8_49_10_1","7_49_11_1"
"9_49_10","8_49_11_1"
"15_49_10","14_49_11_1"
"16_49_10_0","15_49_11_1"
"16_49_10_1","0"
"17_49_10","16_49_11_1"
"18_49_10_0","17_49_11_1"
"18_49_10_1","0"
"19_49_10","18_49_11_1"
"21_49_10","20_49_11_1"
"22_49_10_0","21_49_11_1"
"22_49_10_1","0"
"23_49_10","22_49_11_1"
"24_49_10_0","23_49_11_1"
"24_49_10_1","0"
"25_49_10","24_49_11_1"
"3_49_11","2_49_12"
"6_49_11_0","0"
"6_49_11_1","5_49_12"
"7_49_11_0","0"
"7_49_11_1","6_49_12_0"
"13_49_11_0","0"
"13_49_11_1","12_49_12"
"14_49_11_0","0"
"14_49_11_1","13_49_12"
"15_49_11_0","0"
"15_49_11_1","14_49_12"
"16_49_11_0","0"
"16_49_11_1","15_49_12"
"16_49_11_2","0"
"17_49_11_0","0"
"17_49_11_1","16_49_12_0"
"19_49_11_0","0"
"19_49_11_1","18_49_12"
"20_49_11_0","0"
"20_49_11_1","19_49_12"
"20_49_11_2","0"
"21_49_11_0","0"
"21_49_11_1","20_49_12_0"
"22_49_11_0","0"
"22_49_11_1","21_49_12"
"22_49_11_2","0"
"23_49_11_0","0"
"23_49_11_1","22_49_12"
"32_49_11_0","0"
"32_49_11_1","31_49_12"
"33_49_11_0","0"
"33_49_11_1","32_49_12"
"4_49_12_0","0"
"4_49_12_1","0"
"4_49_12_2","3_49_13"
"5_49_12","4_49_13_0"
"10_49_12","9_49_13"
"11_49_12","10_49_13_0"
"12_49_12","11_49_13"
"13_49_12","12_49_13"
"14_49_12","13_49_13"
"16_49_12_0","0"
"16_49_12_1","15_49_13"
"17_49_12","16_49_13_0"
"18_49_12","17_49_13"
"19_49_12","18_49_13"
"20_49_12_0","19_49_13"
"20_49_12_1","0"
"21_49_12","20_49_13"
"8_49_13","7_49_14_1"
"9_49_13","8_49_14_1"
"10_49_13_0","9_49_14_1"
"10_49_13_1","0"
"11_49_13","10_49_14_1"
"12_49_13","11_49_14_1"
"14_49_13","13_49_14_1"
"15_49_13","14_49_14_1"
"16_49_13_0","15_49_14_1"
"16_49_13_1","0"
"17_49_13","16_49_14_1"
"18_49_13","17_49_14_1"
"3_49_14","2_49_15_0 + 2_49_15_1"
"4_49_14_0","3_49_15"
"4_49_14_1","0"
"5_49_14","4_49_15_0"
"6_49_14_0","5_49_15_0"
"6_49_14_1","0"
"7_49_14_0","6_49_15_0"
"7_49_14_1","6_49_15_1"
"8_49_14_0","7_49_15_0"
"8_49_14_1","7_49_15_1"
"8_49_14_2","0"
"9_49_14_0","8_49_15_0"
"9_49_14_1","8_49_15_1"
"10_49_14_0","9_49_15_0"
"10_49_14_1","9_49_15_1"
"10_49_14_2","0"
"11_49_14_0","10_49_15_0"
"11_49_14_1","10_49_15_1"
"12_49_14","11_49_15_0"
"13_49_14_0","12_49_15_0"
"13_49_14_1","12_49_15_1"
"14_49_14_0","13_49_15_0"
"14_49_14_1","13_49_15_1"
"14_49_14_2","0"
"15_49_14_0","14_49_15_0"
"15_49_14_1","14_49_15_1"
"16_49_14_0","15_49_15_0"
"16_49_14_1","15_49_15_1"
"16_49_14_2","0"
"17_49_14_0","16_49_15_0"
"17_49_14_1","16_49_15_1"
"18_49_14","17_49_15"
"19_49_14","18_49_15"
"20_49_14_0","19_49_15"
"20_49_14_1","0"
"21_49_14","20_49_15_0"
"22_49_14","21_49_15"
"23_49_14","22_49_15"
"24_49_14","23_49_15"
"25_49_14","24_49_15_0"
"26_49_14","25_49_15_0"
"27_49_14","26_49_15"
"28_49_14","27_49_15"
"29_49_14","28_49_15"
"30_49_14","29_49_15"
"31_49_14","30_49_15"
"32_49_14","31_49_15"
"33_49_14","32_49_15"
"34_49_14","33_49_15"
"35_49_14","34_49_15"
"36_49_14","35_49_15"
"37_49_14","36_49_15"
"38_49_14","37_49_15"
"39_49_14","38_49_15"
"40_49_14","39_49_15"
"41_49_14","40_49_15"
"42_49_14","41_49_15"
"43_49_14","42_49_15"
"44_49_14","43_49_15"
"45_49_14","44_49_15"
"46_49_14","45_49_15"
"47_49_14","46_49_15"
"48_49_14","47_49_15"
"49_49_14","48_49_15"
"50_49_14_0","49_49_15"
"50_49_14_1","0"
"51_49_14","50_49_15_0"
"52_49_14","51_49_15"
"53_49_14","52_49_15"
"54_49_14","53_49_15"
"55_49_14","54_49_15"
"56_49_14","55_49_15"
"57_49_14","56_49_15"
"58_49_14","57_49_15"
"59_49_14","58_49_15"
"60_49_14","59_49_15"
"61_49_14","60_49_15"
"62_49_14","61_49_15"
"63_49_14","62_49_15"
"64_49_14","63_49_15"
"65_49_14","64_49_15"
"66_49_14","65_49_15"
"67_49_14","66_49_15"
"68_49_14","67_49_15"
"69_49_14","68_49_15"
"70_49_14","69_49_15"
"71_49_14","70_49_15"
"72_49_14","71_49_15"
"73_49_14","72_49_15"
"74_49_14","73_49_15"
"75_49_14","74_49_15"
"76_49_14","75_49_15"
"77_49_14","76_49_15"
"78_49_14","77_49_15"
"79_49_14","78_49_15"
"80_49_14","79_49_15"
"81_49_14","80_49_15"
"82_49_14","81_49_15"
"83_49_14","82_49_15"
"84_49_14","83_49_15"
"85_49_14","84_49_15"
"86_49_14","85_49_15"
"87_49_14","86_49_15"
"88_49_14","87_49_15"
"89_49_14","88_49_15"
"90_49_14","89_49_15"
"91_49_14","90_49_15"
"92_49_14","91_49_15"
"93_49_14","92_49_15"
"94_49_14","93_49_15"
"95_49_14","94_49_15"
"96_49_14","95_49_15"
"97_49_14","96_49_15"
"98_49_14","97_49_15"
"99_49_14","98_49_15"
"5_49_15_0","0"
"5_49_15_1","4_49_16_0"
"6_49_15_0","0"
"6_49_15_1","5_49_16"
"7_49_15_0","0"
"7_49_15_1","6_49_16"
"8_49_15_0","0"
"8_49_15_1","7_49_16"
"8_49_15_2","0"
"9_49_15_0","0"
"9_49_15_1","8_49_16_0"
"11_49_15_0","0"
"11_49_15_1","10_49_16"
"12_49_15_0","0"
"12_49_15_1","11_49_16"
"13_49_15_0","0"
"13_49_15_1","12_49_16"
"14_49_15_0","0"
"14_49_15_1","13_49_16"
"14_49_15_2","0"
"15_49_15_0","0"
"15_49_15_1","14_49_16"
"24_49_15_0","0"
"24_49_15_1","23_49_16"
"25_49_15_0","0"
"25_49_15_1","24_49_16"
"8_49_16_0","0"
"8_49_16_1","0"
"8_49_16_2","7_49_17"
"9_49_16","8_49_17_0"
"10_49_16","9_49_17"
"11_49_16","10_49_17"
"12_49_16","11_49_17"
"6_49_17","5_49_18"
"7_49_17","6_49_18_0"
"8_49_17_0","7_49_18"
"8_49_17_1","0"
"8_49_17_2","0"
"9_49_17","8_49_18_0"
"10_49_17","9_49_18"
"5_49_18","4_49_19_0"
"6_49_18_0","5_49_19"
"6_49_18_1","0"
"7_49_18","6_49_19_0"
"8_49_18_0","7_49_19"
"8_49_18_1","0"
"8_49_18_2","0"
"9_49_18","8_49_19"
"16_49_19","15_49_20_1"
"17_49_19","16_49_20_1"
"9_49_20","8_49_21"
"10_49_20","9_49_21"
"11_49_20","10_49_21"
"12_49_20","11_49_21"
"13_49_20","12_49_21"
"14_49_20","13_49_21"
"15_49_20_0","14_49_21"
"15_49_20_1","0"
"16_49_20_0","15_49_21"
"16_49_20_1","0"
"17_49_20","16_49_21"
"18_49_20","17_49_21"
"19_49_20","18_49_21"
"20_49_20","19_49_21"
"21_49_20","20_49_21"
"22_49_20","21_49_21"
"23_49_20","22_49_21"
"24_49_20","23_49_21"
"25_49_20","24_49_21"
"26_49_20","25_49_21"
"27_49_20","26_49_21"
"28_49_20","27_49_21"
"29_49_20","28_49_21"
"30_49_20","29_49_21"
"31_49_20","30_49_21"
"32_49_20","31_49_21"
"33_49_20","32_49_21"
"34_49_20","33_49_21"
"35_49_20","34_49_21"
"36_49_20","35_49_21"
"37_49_20","36_49_21"
"38_49_20","37_49_21"
"39_49_20","38_49_21"
"40_49_20","39_49_21"
"41_49_20","40_49_21"
"42_49_20","41_49_21"
"43_49_20","42_49_21"
"44_49_20","43_49_21"
"45_49_20","44_49_21"
"46_49_20","45_49_21"
"47_49_20","46_49_21"
"48_49_20","47_49_21"
"49_49_20","48_49_21"
"50_49_20_0","49_49_21"
"50_49_20_1","0"
"51_49_20","50_49_21_0"
"52_49_20","51_49_21"
"53_49_20","52_49_21"
"54_49_20","53_49_21"
"55_49_20","54_49_21"
"56_49_20","55_49_21"
"57_49_20","56_49_21"
"58_49_20","57_49_21"
"59_49_20","58_49_21"
"60_49_20","59_49_21"
"61_49_20","60_49_21"
"62_49_20","61_49_21"
"63_49_20","62_49_21"
"64_49_20","63_49_21"
"65_49_20","64_49_21"
"66_49_20","65_49_21"
"67_49_20","66_49_21"
"68_49_20","67_49_21"
"69_49_20","68_49_21"
"70_49_20","69_49_21"
"71_49_20","70_49_21"
"72_49_20","71_49_21"
"73_49_20","72_49_21"
"74_49_20","73_49_21"
"75_49_20","74_49_21"
"76_49_20","75_49_21"
"77_49_20","76_49_21"
"78_49_20","77_49_21"
"79_49_20","78_49_21"
"80_49_20","79_49_21"
"81_49_20","80_49_21"
"82_49_20","81_49_21"
"83_49_20","82_49_21"
"84_49_20","83_49_21"
"85_49_20","84_49_21"
"86_49_20","85_49_21"
"87_49_20","86_49_21"
"88_49_20","87_49_21"
"89_49_20","88_49_21"
"90_49_20","89_49_21"
"91_49_20","90_49_21"
"92_49_20","91_49_21"
"93_49_20","92_49_21"
"94_49_20","93_49_21"
"95_49_20","94_49_21"
"96_49_20","95_49_21"
"97_49_20","96_49_21"
"98_49_20","97_49_21"
"99_49_20","98_49_21"
"4_49_21","3_49_22"
"5_49_21","4_49_22_0"
"6_49_21","5_49_22"
"7_49_21","6_49_22"
"8_49_21","7_49_22"
"9_49_21","8_49_22"
"10_49_21","9_49_22"
"11_49_21","10_49_22"
"12_49_21","11_49_22"
"13_49_21","12_49_22"
"14_49_21","13_49_22"
"15_49_21","14_49_22"
"16_49_21","15_49_22"
"17_49_21","16_49_22"
"18_49_21","17_49_22"
"19_49_21","18_49_22"
"20_49_21","19_49_22"
"21_49_21","20_49_22"
"22_49_21","21_49_22"
"23_49_21","22_49_22"
"24_49_21","23_49_22"
"25_49_21","24_49_22"
"26_49_21","25_49_22"
"27_49_21","26_49_22"
"28_49_21","27_49_22"
"29_49_21","28_49_22"
"30_49_21","29_49_22"
"31_49_21","30_49_22"
"32_49_21","31_49_22"
"33_49_21","32_49_22"
"34_49_21","33_49_22"
"35_49_21","34_49_22"
"36_49_21","35_49_22"
"37_49_21","36_49_22"
"38_49_21","37_49_22"
"39_49_21","38_49_22"
"40_49_21","39_49_22"
"41_49_21","40_49_22"
"42_49_21","41_49_22"
"43_49_21","42_49_22"
"44_49_21","43_49_22"
"45_49_21","44_49_22"
"46_49_21","45_49_22"
"47_49_21","46_49_22"
"48_49_21","47_49_22"
"49_49_21","48_49_22"
"50_49_21_0","49_49_22"
"50_49_21_1","0"
"51_49_21","50_49_22_0"
"52_49_21","51_49_22"
"53_49_21","52_49_22"
"54_49_21","53_49_22"
"55_49_21","54_49_22"
"56_49_21","55_49_22"
"57_49_21","56_49_22"
"58_49_21","57_49_22"
"59_49_21","58_49_22"
"60_49_21","59_49_22"
"61_49_21","60_49_22"
"62_49_21","61_49_22"
"63_49_21","62_49_22"
"64_49_21","63_49_22"
"65_49_21","64_49_22"
"66_49_21","65_49_22"
"67_49_21","66_49_22"
"68_49_21","67_49_22"
"69_49_21","68_49_22"
"70_49_21","69_49_22"
"71_49_21","70_49_22"
"72_49_21","71_49_22"
"73_49_21","72_49_22"
"74_49_21","73_49_22"
"75_49_21","74_49_22"
"76_49_21","75_49_22"
"77_49_21","76_49_22"
"78_49_21","77_49_22"
"79_49_21","78_49_22"
"80_49_21","79_49_22"
"81_49_21","80_49_22"
"82_49_21","81_49_22"
"83_49_21","82_49_22"
"84_49_21","83_49_22"
"85_49_21","84_49_22"
"86_49_21","85_49_22"
"87_49_21","86_49_22"
"88_49_21","87_49_22"
"89_49_21","88_49_22"
"90_49_21","89_49_22"
"91_49_21","90_49_22"
"92_49_21","91_49_22"
"93_49_21","92_49_22"
"94_49_21","93_49_22"
"95_49_21","94_49_22"
"96_49_21","95_49_22"
"97_49_21","96_49_22"
"98_49_21","97_49_22"
"99_49_21","98_49_22"
"3_49_22","2_49_23"
"4_49_22_0","3_49_23"
"4_49_22_1","0"
"5_49_22","4_49_23_0"
"6_49_22","5_49_23"
"7_49_22","6_49_23"
"8_49_22","7_49_23"
"9_49_22","8_49_23_0"
"10_49_22","9_49_23_0"
"11_49_22","10_49_23"
"12_49_22","11_49_23"
"13_49_22","12_49_23"
"14_49_22","13_49_23"
"15_49_22","14_49_23"
"16_49_22","15_49_23"
"17_49_22","16_49_23"
"18_49_22","17_49_23"
"19_49_22","18_49_23"
"20_49_22","19_49_23"
"21_49_22","20_49_23"
"22_49_22","21_49_23"
"23_49_22","22_49_23"
"24_49_22","23_49_23"
"25_49_22","24_49_23"
"26_49_22","25_49_23"
"27_49_22","26_49_23"
"28_49_22","27_49_23"
"29_49_22","28_49_23"
"30_49_22","29_49_23"
"31_49_22","30_49_23"
"32_49_22","31_49_23"
"33_49_22","32_49_23"
"34_49_22","33_49_23"
"35_49_22","34_49_23"
"36_49_22","35_49_23"
"37_49_22","36_49_23"
"38_49_22","37_49_23"
"39_49_22","38_49_23"
"40_49_22","39_49_23"
"41_49_22","40_49_23"
"42_49_22","41_49_23"
"43_49_22","42_49_23"
"44_49_22","43_49_23"
"45_49_22","44_49_23"
"46_49_22","45_49_23"
"47_49_22","46_49_23"
"48_49_22","47_49_23"
"49_49_22","48_49_23"
"50_49_22_0","49_49_23"
"50_49_22_1","0"
"51_49_22","50_49_23_0"
"52_49_22","51_49_23"
"53_49_22","52_49_23"
"54_49_22","53_49_23"
"55_49_22","54_49_23"
"56_49_22","55_49_23"
"57_49_22","56_49_23"
"58_49_22","57_49_23"
"59_49_22","58_49_23"
"60_49_22","59_49_23"
"61_49_22","60_49_23"
"62_49_22","61_49_23"
"63_49_22","62_49_23"
"64_49_22","63_49_23"
"65_49_22","64_49_23"
"66_49_22","65_49_23"
"67_49_22","66_49_23"
"68_49_22","67_49_23"
"69_49_22","68_49_23"
"70_49_22","69_49_23"
"71_49_22","70_49_23"
"72_49_22","71_49_23"
"73_49_22","72_49_23"
"74_49_22","73_49_23"
"75_49_22","74_49_23"
"76_49_22","75_49_23"
"77_49_22","76_49_23"
"78_49_22","77_49_23"
"79_49_22","78_49_23"
"80_49_22","79_49_23"
"81_49_22","80_49_23"
"82_49_22","81_49_23"
"83_49_22","82_49_23"
"84_49_22","83_49_23"
"85_49_22","84_49_23"
"86_49_22","85_49_23"
"87_49_22","86_49_23"
"88_49_22","87_49_23"
"89_49_22","88_49_23"
"90_49_22","89_49_23"
"91_49_22","90_49_23"
"92_49_22","91_49_23"
"93_49_22","92_49_23"
"94_49_22","93_49_23"
"95_49_22","94_49_23"
"96_49_22","95_49_23"
"97_49_22","96_49_23"
"98_49_22","97_49_23"
"99_49_22","98_49_23"
"8_49_23_0","0"
"8_49_23_1","7_49_24_1"
"9_49_23_0","0"
"9_49_23_1","8_49_24_1"
"48_50_2","47_50_3"
"49_50_2","48_50_3_0"
"50_50_2","49_50_3"
"51_50_2","50_50_3"
"45_50_3","44_50_4_1"
"46_50_3","45_50_4_1"
"47_50_3","46_50_4_1"
"48_50_3_0","47_50_4_1"
"48_50_3_1","0"
"49_50_3","48_50_4_1"
"50_50_3","49_50_4_1"
"12_50_4_0","0"
"12_50_4_1","11_50_5"
"13_50_4_0","0"
"13_50_4_1","12_50_5_0"
"16_50_4_0","0"
"16_50_4_1","0"
"16_50_4_2","15_50_5"
"17_50_4_0","0"
"17_50_4_1","0"
"17_50_4_2","16_50_5"
"20_50_4_0","0"
"20_50_4_1","0"
"20_50_4_2","19_50_5"
"21_50_4_0","0"
"21_50_4_1","20_50_5_0"
"32_50_4_0","0"
"32_50_4_1","0"
"32_50_4_2","31_50_5"
"33_50_4_0","0"
"33_50_4_1","0"
"33_50_4_2","32_50_5"
"43_50_4_0","0"
"43_50_4_1","42_50_5"
"44_50_4_0","0"
"44_50_4_1","43_50_5"
"44_50_4_2","0"
"45_50_4_0","0"
"45_50_4_1","44_50_5_0"
"46_50_4_0","0"
"46_50_4_1","45_50_5"
"47_50_4_0","0"
"47_50_4_1","46_50_5"
"48_50_4_0","0"
"48_50_4_1","47_50_5"
"48_50_4_2","0"
"49_50_4_0","0"
"49_50_4_1","48_50_5"
"12_50_5_0","0"
"12_50_5_1","0"
"12_50_5_2","11_50_6_1"
"13_50_5","12_50_6_1"
"28_50_5","27_50_6_1"
